0,1,2,3,Year
/prizes/archibald/2008/28621/,Vincent Fantauzzo,Heath,Winner: People's Choice 2008,2008
/prizes/archibald/2008/28622/,Hong Fu,Dr Joseph Brown,,2008
/prizes/archibald/2008/28623/,Robert Hannaford,Alison Mitchell,,2008
/prizes/archibald/2008/28624/,Zai Kuang,The sisters - Celia and Julia,,2008
/prizes/archibald/2008/28625/,Sam Leach,Self in uniform,,2008
/prizes/archibald/2008/28626/,Barry McCann,Simpatico,,2008
/prizes/archibald/2008/28627/,Neil McIrvine,David Disher,,2008
/prizes/archibald/2008/28628/,Alexander McKenzie,Sarah Blasko,,2008
/prizes/archibald/2008/28629/,Lewis Miller,Tom Lowenstein,,2008
/prizes/archibald/2008/28630/,Anna Minardo,The question,,2008
/prizes/archibald/2008/28631/,Paul Newton,Portrait of Donald McDonald AC,,2008
/prizes/archibald/2008/28632/,John Phillips,Wendy after two cups of coffee,,2008
/prizes/archibald/2008/28633/,Rodney Pople,Art is what you can get away with (self-portrait),,2008
/prizes/archibald/2008/28634/,James Powditch,Aden Young in 'Once upon a time in the inner west',,2008
/prizes/archibald/2008/28635/,Ben Quilty,Self-portrait after Madrid,,2008
/prizes/archibald/2008/28636/,Leslie Rice,"Quartered, drawn and hung: Adam Cullen on public display",,2008
/prizes/archibald/2008/28637/,Paul Ryan,"Peter Booth, study with Cuban",,2008
/prizes/archibald/2008/28638/,Jenny Sages,Anita and Luca,,2008
/prizes/archibald/2008/28639/,Song Ling,Angelina Pwerle,,2008
/prizes/archibald/2008/28640/,Nick Stathopoulos,At the movies with David Stratton (aka The big sleep),,2008
/prizes/archibald/2008/28642/,Xu Wang,Nick Waterlow,,2008
/prizes/archibald/2008/28643/,Yi Wang,Long hair,,2008
/prizes/archibald/2008/28641/,Jan Williamson,Sue McPherson - artist,,2008
/prizes/archibald/2009/28753/,Anthony Bennett,"self-portrait in the bathroom discussing beauty, bukowski and brett whiteley with my ex, now a stripper, who likes to dress as wonder woman",,2009
/prizes/archibald/2009/28754/,Ann Cape,Lucy & friend,,2009
/prizes/archibald/2009/28755/,Adam Chang,Spirit of an ancient culture,,2009
/prizes/archibald/2009/28756/,Mike Chavez,Portrait of a bad muthaf***a,,2009
/prizes/archibald/2009/28757/,Jun Chen,Ray Hughes and five other moods,,2009
/prizes/archibald/2009/28758/,Kordelya Zhansui Chi,"Good morning, this is Neil Mitchell",,2009
/prizes/archibald/2009/28759/,Yvette Coppersmith,John Safran,,2009
/prizes/archibald/2009/28760/,Sam Cranstoun,Gyton,,2009
/prizes/archibald/2009/28761/,Leeanne Crisp,Considering Persephone. Portrait of Gay Bilson,,2009
/prizes/archibald/2009/28762/,Ngaire Devenport,Ken Done,,2009
/prizes/archibald/2009/28763/,Vincent Fantauzzo,Brandon,Winner: People's Choice 2009,2009
/prizes/archibald/2009/28764/,Hong Fu,Dame Elisabeth Murdoch,,2009
/prizes/archibald/2009/28765/,David Griggs,Zoloft nation (self-portrait),,2009
/prizes/archibald/2009/28766/,Peter Hanley,Remembering Titian,,2009
/prizes/archibald/2009/28767/,Robert Hannaford,Self-portrait,,2009
/prizes/archibald/2009/28768/,Nicholas Harding,Margaret Whitlam,,2009
/prizes/archibald/2009/28769/,Cherry Hood,David Helfgott,,2009
/prizes/archibald/2009/28770/,Paul Jackson,Flacco’s chariot,Winner: Packing Room Prize 2009,2009
/prizes/archibald/2009/28771/,Jasper Knight,Jasper Knight,,2009
/prizes/archibald/2009/28772/,Richard Larter,Portrait of Nell,,2009
/prizes/archibald/2009/28773/,Sam Leach,Marcia Langton,,2009
/prizes/archibald/2009/28774/,Mathew Lynn,Heiress,,2009
/prizes/archibald/2009/28775/,Abbey McCulloch,Nell,,2009
/prizes/archibald/2009/28776/,Angus McDonald,Beyond,,2009
/prizes/archibald/2009/28777/,Alexander McKenzie,Richard Clapton,,2009
/prizes/archibald/2009/28778/,Guido (Guy) Maestri,Geoffrey Gurrumul Yunupingu,Winner: Archibald Prize 2009,2009
/prizes/archibald/2009/28779/,Nick Mourtzakis,A portrait of Alex Wodak,,2009
/prizes/archibald/2009/28780/,Richard Onn,Coupe SX010F,,2009
/prizes/archibald/2009/28781/,"David Paulson, Michael Jagamara Nelson",Michael Nelson Jagamara and singing rain story,,2009
/prizes/archibald/2009/28782/,James Powditch,Peter Powditch is a dead man smoking,,2009
/prizes/archibald/2009/28783/,Ben Quilty,Jimmy Barnes – there but for the grace of God no. 2,,2009
/prizes/archibald/2009/28784/,Megan Roodenrys,Waiting for the day,,2009
/prizes/archibald/2009/28785/,Paul Ryan,Mountain of Tom,,2009
/prizes/archibald/2009/28786/,Jenny Sages,Heidi and Sarah-Jane ‘parallel lives’,,2009
/prizes/archibald/2009/28787/,Megan Seres,The rest is silence (Brendan Cowell as Hamlet),,2009
/prizes/archibald/2009/28788/,"Garry Shead, Adrienne Levenson",Soffritto di Lucio,,2009
/prizes/archibald/2009/28789/,Mark Thompson,Greta Scacchi as Queen Elizabeth in Mary Stuart,,2009
/prizes/archibald/2009/28790/,Jan Williamson,Nancy Kunoth Petyarr,,2009
/prizes/archibald/2009/28791/,Michael Zavros,"Ars longa, vita brevis",,2009
/prizes/archibald/2010/29061/,Giles Alexander,The alternative ambassadors (Professors Ross Garnaut and Martin Green),,2010
/prizes/archibald/2010/29063/,Martin Ball,Jacqueline Fahey,,2010
/prizes/archibald/2010/29064/,Kate Beynon,Self-portrait with guardian spirits,Highly commended,2010
/prizes/archibald/2010/29069/,"Shane Bowden, Dean Reilly",I wake up with Today!,,2010
/prizes/archibald/2010/29065/,Adam Chang,Two eyes - closing to open (Simeon Kronenberg),,2010
/prizes/archibald/2010/29066/,Kordelya Zhansui Chi,Mr Walker,,2010
/prizes/archibald/2010/29067/,Kevin Connor,Self-portrait,,2010
/prizes/archibald/2010/29068/,Adam Cullen,Gareth at the country fair,,2010
/prizes/archibald/2010/29071/,Marc De Jong,Janice Petersen,,2010
/prizes/archibald/2010/29070/,McLean Edwards,Tim Storrier,,2010
/prizes/archibald/2010/29072/,Carla Fletcher,CW Stoneking,,2010
/prizes/archibald/2010/29073/,Robert Hannaford,Malcolm Fraser,,2010
/prizes/archibald/2010/29074/,Cherry Hood,Michael Zavros,,2010
/prizes/archibald/2010/29075/,Peter Clifton Kendall,Underdog,,2010
/prizes/archibald/2010/29076/,Jasper Knight,Bill Wright AM,,2010
/prizes/archibald/2010/29009/,Sam Leach,Tim Minchin,Winner: Archibald Prize 2010,2010
/prizes/archibald/2010/29078/,Alexander McKenzie,Andrew Upton,,2010
/prizes/archibald/2010/29077/,Robert Malherbe,The squire - portrait of Luke Sciberras,,2010
/prizes/archibald/2010/29079/,Nigel Milsom,Adam Cullen (bird as prophet),,2010
/prizes/archibald/2010/29080/,James Money,The Lord Mayor of Melbourne,,2010
/prizes/archibald/2010/29081/,Nafisa Naomi,Glenn in black and white,Winner: Packing Room Prize 2010,2010
/prizes/archibald/2010/29082/,Paul Newton,Self portrait #2 – dark night of the soul,,2010
/prizes/archibald/2010/29083/,Khue Nguyen,Unleashed,,2010
/prizes/archibald/2010/29084/,Christine O'Hagan,Kate Ceberano,,2010
/prizes/archibald/2010/29085/,Rodney Pople,Stelarc triptych,,2010
/prizes/archibald/2010/29086/,Victor Rubin,"John Olsen - a diptych - part I seated, part II in his bath",,2010
/prizes/archibald/2010/29087/,Craig Ruddy,The prince of darkness - Warwick Thornton,Winner: People's Choice 2010,2010
/prizes/archibald/2010/29088/,Paul Ryan,"Danie Mellor, true blue country",,2010
/prizes/archibald/2010/29089/,Peter Smeeth,"Peter FitzSimons, author",,2010
/prizes/archibald/2010/29090/,Ian Smith,Keith Looby alfresco,,2010
/prizes/archibald/2010/29091/,Greg Somers,Self-portrait with the picture of dory in grey,,2010
/prizes/archibald/2010/29092/,Nick Stathopoulos,The bequest,,2010
/prizes/archibald/2010/29093/,Yi Wang,Bishop Elliott and Lady Jacqueline,,2010
/prizes/archibald/2010/29094/,Apple Xiu Yin,The previous life,,2010
/prizes/archibald/2011/28899/,Abdul Abdullah,Waleed Aly,,2011
/prizes/archibald/2011/28900/,Giles Alexander,Space or bust (portrait of Sam Leach),,2011
/prizes/archibald/2011/28901/,Del Kathryn Barton,Mother (a portrait of Cate),,2011
/prizes/archibald/2011/28902/,Jason Benjamin,It’s not all Henry bloody Lawson,,2011
/prizes/archibald/2011/28903/,Kate Beynon,Painting shirt (self-portrait),,2011
/prizes/archibald/2011/28904/,Natasha Bieniek,October,,2011
/prizes/archibald/2011/28905/,Deidre But-Husaim,Roy Ananda (chin support),,2011
/prizes/archibald/2011/28906/,Marcus  Callum,Portrait of a seated woman,,2011
/prizes/archibald/2011/28907/,Adam Chang,John Coetzee,Winner: People's Choice 2011,2011
/prizes/archibald/2011/28908/,Zhong Chen,Self-portrait on a horse,,2011
/prizes/archibald/2011/28910/,Adam Cullen,Charlie,,2011
/prizes/archibald/2011/28911/,Lucy Culliton,Ray in Paris,,2011
/prizes/archibald/2011/28912/,Susanne de Berenger,Ted Robinson,,2011
/prizes/archibald/2011/28913/,Ken Done,"Me, March 2011",,2011
/prizes/archibald/2011/28914/,Matt  Doust,White cocoon,,2011
/prizes/archibald/2011/28915/,Geoffrey Dyer,"The collector, David Walsh",,2011
/prizes/archibald/2011/28916/,Vincent Fantauzzo,Matt Moran,Winner: Packing Room Prize 2011,2011
/prizes/archibald/2011/28917/,Nicholas Harding,Hugo at home,,2011
/prizes/archibald/2011/28918/,Jeremy Kibel,Portrait of Robert Jacks AO,,2011
/prizes/archibald/2011/28919/,Sonia Kretschmar,The heart of things (portrait of Cassandra Golds),,2011
/prizes/archibald/2011/28920/,Michael  Lindeman,Portrait of Wilfred,,2011
/prizes/archibald/2011/28922/,Fiona Lowry,Portrait of Tim Silver,,2011
/prizes/archibald/2011/28923/,Tom Macbeth,Jessica,,2011
/prizes/archibald/2011/28925/,Angus McDonald,Dr Ann Lewis AO,,2011
/prizes/archibald/2011/28926/,Alexander McKenzie,Richard Roxburgh,,2011
/prizes/archibald/2011/28927/,Christopher McVinish,Portrait of Robyn Nevin,,2011
/prizes/archibald/2011/28924/,Amanda Marburg,DA,,2011
/prizes/archibald/2011/28928/,Andrew Mezei,"Professor Penny Sackett, astronomer and physicist",,2011
/prizes/archibald/2011/28929/,Lewis Miller,Small self-portrait,,2011
/prizes/archibald/2011/28930/,Rodney Pople,Artist and family (after Caravaggio),,2011
/prizes/archibald/2011/28931/,Ben Quilty,Margaret Olley,Winner: Archibald Prize 2011,2011
/prizes/archibald/2011/28932/,Craig Ruddy,Cathy Freeman,,2011
/prizes/archibald/2011/28933/,Jenny Sages,My Jack,,2011
/prizes/archibald/2011/28934/,Jiawei Shen,"Self-portrait as Quong Tart’s contemporary (after John Thomson), 2010",,2011
/prizes/archibald/2011/28921/,Song Ling,My name is Fartunate – self-portrait,,2011
/prizes/archibald/2011/28935/,Xenia Stefanescu,Woven in the tapestry of life,,2011
/prizes/archibald/2011/28936/,Tim Storrier,Moon boy (self-portrait as a young man),,2011
/prizes/archibald/2011/28937/,Pam Tippett,Self-portrait (for a change),,2011
/prizes/archibald/2011/28938/,Barbara Tyson,"The country’s woman: Her Excellency, Ms Quentin Bryce AC, Governor-General of Australia",,2011
/prizes/archibald/2011/28939/,Peter Wegner,Richard Morecroft,,2011
/prizes/archibald/2011/28940/,Apple Xiu Yin,Hearing • meditation,,2011
/prizes/archibald/2012/29215/,Vernon Ah Kee,"I see deadly people, Lex Wotton",,2012
/prizes/archibald/2012/29216/,Monika Behrens,The artist’s practice,,2012
/prizes/archibald/2012/29217/,Kate Beynon,Lindy Lee (Year of the Dragon),,2012
/prizes/archibald/2012/29218/,Natasha Bieniek,Fluoroscuro,,2012
/prizes/archibald/2012/29219/,Marcus  Callum,Self-portrait,,2012
/prizes/archibald/2012/29220/,Adam Chang,Emile Sherman,,2012
/prizes/archibald/2012/29221/,Jun Chen,John Yu with artist,,2012
/prizes/archibald/2012/29222/,Luke Cornish,Father Bob,,2012
/prizes/archibald/2012/29223/,Adam Cullen,Nelson and Koko,,2012
/prizes/archibald/2012/29224/,Jodi Daley,"Foras admonitio, Private X",,2012
/prizes/archibald/2012/29225/,Melissa Egan,"Old master, Charles Blackman",,2012
/prizes/archibald/2012/29226/,Robin Eley,Bibliography,,2012
/prizes/archibald/2012/29227/,David Fairbairn,Large head JB no 1 (with blue ground) ,,2012
/prizes/archibald/2012/29228/,Vincent Fantauzzo,Kimbra (the build up),,2012
/prizes/archibald/2012/29229/,Juan Ford,Ultrapilgrim,,2012
/prizes/archibald/2012/29230/,Benjamin Hedstrom,Annandale band meeting,,2012
/prizes/archibald/2012/29231/,Jeremy Kibel,Jeremy Kibel – self-portrait,,2012
/prizes/archibald/2012/29232/,Rhys Lee,Self-portrait with shiny cardboard armour,,2012
/prizes/archibald/2012/29233/,Angus McDonald,Tim Maguire,,2012
/prizes/archibald/2012/29234/,Tim McMonagle,Michael Buxton,,2012
/prizes/archibald/2012/29235/,Nigel Milsom,Untitled (Kerry),,2012
/prizes/archibald/2012/29236/,Paul Newton,Portrait of David Gonski AC,,2012
/prizes/archibald/2012/29237/,Michael Peck,Self-portrait in the image of my son,,2012
/prizes/archibald/2012/29238/,Ben Quilty,Captain S after Afghanistan,,2012
/prizes/archibald/2012/29239/,Reko Rennie,Hetti,,2012
/prizes/archibald/2012/29240/,Leslie Rice,"Seeking a change, Madame Lulu, bearded lady, becomes Tattooed Suzie – portrait of Lucky ‘Diamond’ Rich",,2012
/prizes/archibald/2012/29241/,Luke  Roberts,In mob we trust (Richard Bell),,2012
/prizes/archibald/2012/29242/,Paul Ryan,Cullen – been feudin,,2012
/prizes/archibald/2012/29243/,Jenny Sages,After Jack,Winner: People's Choice 2012,2012
/prizes/archibald/2012/29245/,Wendy Sharpe,Self-portrait in Antarctica with penguin and Mawson’s huts,,2012
/prizes/archibald/2012/29244/,Martin Sharp,The thousand dollar bill,,2012
/prizes/archibald/2012/29210/,Raelene Sharp,A strength of character,Winner: Packing Room Prize 2012,2012
/prizes/archibald/2012/29246/,Garry Shead,Martin Sharp and his magic theatre,,2012
/prizes/archibald/2012/29247/,Jiawei Shen,Homage to Esben Storm,,2012
/prizes/archibald/2012/29248/,"Gary Smith, Frank Thirion",The faceless men,,2012
/prizes/archibald/2012/29249/,Nick Stathopoulos,Art does belong. Portrait of Fenella Kernebone,,2012
/prizes/archibald/2012/29250/,Tim Storrier,The histrionic wayfarer (after Bosch),Winner: Archibald Prize 2012,2012
/prizes/archibald/2012/29251/,Kate Tucker,Melody (you’re the only one who saves me) – portrait of Missy Higgins,,2012
/prizes/archibald/2012/29252/,Michael Vale,Night of the wolverine – a portrait of Dave Graney and Clare Moore,,2012
/prizes/archibald/2012/29253/,Craig Waddell,I see myself in you – self-portrait,,2012
/prizes/archibald/2012/29254/,Rose Wilson,Brother of John,,2012
/prizes/archibald/2013/29356/,Abdul Abdullah,The man,,2013
/prizes/archibald/2013/29357/,Giles Alexander,Simulations,,2013
/prizes/archibald/2013/29358/,Del Kathryn Barton,hugo,Winner: Archibald Prize 2013,2013
/prizes/archibald/2013/29359/,Jason Benjamin,Fight Club,,2013
/prizes/archibald/2013/29360/,Natasha Bieniek,Application,,2013
/prizes/archibald/2013/29361/,Mitch Cairns,Self-portrait,,2013
/prizes/archibald/2013/29362/,Marcus  Callum,Portrait of the artist as a young man,,2013
/prizes/archibald/2013/29363/,Julia Ciccarone,Portrait of Nicholas Jones,,2013
/prizes/archibald/2013/29364/,Peter Daverington,The patriot: self-portrait with albino joey,,2013
/prizes/archibald/2013/29365/,Julie Dowling,Wilfred Hicks,,2013
/prizes/archibald/2013/29366/,McLean Edwards,"Glenn Barkley, curator",,2013
/prizes/archibald/2013/29367/,John Emmerig,Gageler,,2013
/prizes/archibald/2013/29368/,Vincent Fantauzzo,Love face,Winner: People's Choice 2013,2013
/prizes/archibald/2013/29369/,Prudence Flint,Ukulele,,2013
/prizes/archibald/2013/29370/,Warwick Gilbert,Don Walker,,2013
/prizes/archibald/2013/29371/,Mertim Gokalp,Derwish: a portrait of Bille Brown,,2013
/prizes/archibald/2013/29372/,David Griggs,TV Moore,,2013
/prizes/archibald/2013/29373/,Sarah Hendy,Jasper Knight,,2013
/prizes/archibald/2013/29374/,Paul Jackson,Jo,,2013
/prizes/archibald/2013/29375/,Alan Jones,Corro,,2013
/prizes/archibald/2013/29376/,Jasper Knight,Adam Cullen: the light is a drip on a dark hood,,2013
/prizes/archibald/2013/29377/,Michael  Lindeman,Dear Trustees (self-portrait),,2013
/prizes/archibald/2013/29378/,Fiona Lowry,Shaun Gladwell,Highly commended,2013
/prizes/archibald/2013/29379/,Mathew Lynn,Tara Moss,Winner: Packing Room Prize 2013,2013
/prizes/archibald/2013/29381/,Abbey McCulloch,Naomi Watts,,2013
/prizes/archibald/2013/29382/,Alexander McKenzie,Toni Collette,,2013
/prizes/archibald/2013/29383/,Joshua McPherson,Portrait of Ella,,2013
/prizes/archibald/2013/29380/,Amanda Marburg,Ken Done,,2013
/prizes/archibald/2013/29384/,Guy Morgan,Guy Morgan with Peter Pan after retinal detachment,,2013
/prizes/archibald/2013/29385/,Carlo Pagoda,Habit de jardinier,,2013
/prizes/archibald/2013/29386/,James Powditch,"Ben Quilty, where is my mind? (after the Pixies)",,2013
/prizes/archibald/2013/29387/,Sally Ryan,Dr Catherine Hamlin AC (MBBS FRCS FRANICOG FRCOG),,2013
/prizes/archibald/2013/29388/,Wendy Sharpe,Anything goes (Venus Vamp – burlesque star),,2013
/prizes/archibald/2013/29389/,Imants Tillers,The emergency of being,,2013
/prizes/archibald/2013/29390/,Michael Vale,Warren Ellis,,2013
/prizes/archibald/2013/29391/,Xu Wang,Self-portrait (interviewing Maoist victims),,2013
/prizes/archibald/2013/29392/,Heidi Yardley,Self-portrait: harlequin,,2013
/prizes/archibald/2013/29393/,Joshua Yeldham,Self-portrait: Morning Bay,,2013
/prizes/archibald/2013/29394/,Michael Zavros,Bad dad,,2013
/prizes/archibald/2014/29470/,Abdul Abdullah,I wanted to paint him as a mountain,,2014
/prizes/archibald/2014/29471/,Michael Bales,Butchered,,2014
/prizes/archibald/2014/29472/,Mike Barnard,You beautiful fighter,,2014
/prizes/archibald/2014/29473/,Phillip Barnes,Anna Meares,,2014
/prizes/archibald/2014/29474/,Jason Benjamin,I just wanna dream,,2014
/prizes/archibald/2014/29475/,Kate Beynon,Sangeeta and Fuji,,2014
/prizes/archibald/2014/29476/,Natasha Bieniek,Isola,,2014
/prizes/archibald/2014/29477/,Joanna Braithwaite,Bright spark,,2014
/prizes/archibald/2014/29479/,Jandamarra Cadd,Proud,,2014
/prizes/archibald/2014/29478/,Mitch Cairns,Reg Richardson AM,Runner-up,2014
/prizes/archibald/2014/29480/,Eliza Cameron,Nice shootin' cowboy,,2014
/prizes/archibald/2014/29481/,Peter Churcher,Four self-portraits in a bunch of balloons,,2014
/prizes/archibald/2014/29482/,Samuel Rush Condon,What I would look like if I was John Safran,,2014
/prizes/archibald/2014/29483/,Peter Daverington,The golden city has ceased,,2014
/prizes/archibald/2014/29484/,Anh Do,Father,,2014
/prizes/archibald/2014/29485/,Michael Fairweather,Camilla,,2014
/prizes/archibald/2014/29486/,Vincent Fantauzzo,All that's good in me (self-portrait as son Luca),Winner: People's Choice 2014,2014
/prizes/archibald/2014/29487/,Carla Fletcher,Dan Sultan,,2014
/prizes/archibald/2014/29488/,Juan Ford,"Channelling WC Piguenit, startled by a spectacular sunset viewed through a canopy",,2014
/prizes/archibald/2014/29489/,Joe Furlonger,Self-portrait at Moree,,2014
/prizes/archibald/2014/29490/,David Griggs,Not a sexpat idiot cowboy painting,,2014
/prizes/archibald/2014/29491/,Rebecca Hastings,The onesie,,2014
/prizes/archibald/2014/29492/,Sophia Hewson,Artist kisses subject,,2014
/prizes/archibald/2014/29493/,Alan Jones,Adam,,2014
/prizes/archibald/2014/29494/,Dapeng Liu,Portrait of Yin Cao on blue-and-green landscape,Highly commended,2014
/prizes/archibald/2014/29495/,Fiona Lowry,Penelope Seidler,Winner: Archibald Prize 2014,2014
/prizes/archibald/2014/29496/,Mathew Lynn,"Swing (after Fragonard, portrait of Ken Unsworth)",,2014
/prizes/archibald/2014/29498/,Bridgette McNab,Grace,,2014
/prizes/archibald/2014/29497/,Tim Maguire,"Cate, take 1 / Cate, take 2",Highly commended,2014
