0,1,2,3,Year
,Sali Herman,Self-portrait,,1957
,Nora Heysen,"Professor CG Lambie, MC, MD, FRACP, FRS (Ed)",,1957
/prizes/archibald/1957/16645/,Graeme Inson,Peter Lorimer,,1957
,Graeme Inson,HA Hanke,,1957
,Peter James,"WT Arthur, Esq",,1957
,Reginald Jerrold-Nathan,Dr Stephen Dobell-Brown,,1957
,Vernon Jones,"Air Marshal Sir John McCauley, KBE, CB, BCom",,1957
,J Noel Kilgour,Mrs Jean Higgs,,1957
,Garrett Kingsley,Phyllis Brodziak,,1957
/prizes/archibald/1957/16940/,Kurt Klingstedt,"Mrs George Sanderson, Sen",,1957
,Michael Kmit,Mrs Kmit,,1957
,Valerie Lazarus,"HD Arnott, LLB, ARAE",,1957
,George Luke,"Arnold H Conrad, FRAIA, FRSA",,1957
,Enid Mackellar,Mrs Stephen Roberts,,1957
,Charles McKervey,Anne,,1957
,Mary Elizabeth McLeish,Jack Courier,,1957
,Alan Martin,Ida Meldrum,,1957
/prizes/archibald/1957/17508/,Nancy Menetrey,"Noel Hickey, photographer",,1957
/prizes/archibald/1957/17555/,Clem Millward,Limpy Harry,,1957
,Leonard Victor Mitchell,Dr Nicolai Malko,,1957
,Leonard Victor Mitchell,"Sir John Collins, KBE, CB",,1957
/prizes/archibald/1957/17687/,Ellis Murphy,Miss Shane Hewett,,1957
,Clif Peir,Jeanette Stedman,,1957
,L Scott Pendlebury,Dr Byron Stanton,,1957
,William Pidgeon,"The Right Rev WG Hilliard, MA, Bishop Coadjutor of the Diocese of Sydney",,1957
,William Pidgeon,Mr WA O'Callaghan,,1957
,Clifton Pugh,Self-portrait,,1957
,A Durham Rayner,"K Stuart Hetzel, MD, Dean, Faculty of Medicine, Adelaide",,1957
,Harold Rubin,Self-portrait,,1957
,John Santry,Mrs Bailey,,1957
,Hans Selke,Self-portrait,,1957
,Arnold Joseph Victor Shore,"Alice Panton, artist",,1957
,Arnold Joseph Victor Shore,Bill Morphett,,1957
,Joshua Smith,"Sir Charles Bickerton Blackburn, Kt, OBE",,1957
,John Talbert,Elizabeth,,1957
,C G Taylor,Self-portrait,,1957
/prizes/archibald/1957/18990/,Dora Toovey,Mrs John Santry,,1957
,Dora Toovey,Dr Jacqueline Jackson,,1957
,William Torrance,Artist's mother,,1957
,Douglas Watson,Leonie,,1957
,Clive Wilbow,Self-portrait,,1957
,Clive Wilbow,Mrs CT Wilbow,,1957
,Desmond Wood,Frank Hinder,,1957
/prizes/archibald/1958/14483/,Mary Abbott,Hazel Tait,,1958
,Alan Baker,Dr Darcy Williams,,1958
,Alan Baker,"AE Walker, Esq",,1958
/prizes/archibald/1958/19557/,Stanley Ballard,Jack O’Hagan,,1958
,Frederic Henry Bates,"Catherine Lim, MA",,1958
,Frederic Henry Bates,"Gayne Dexter, Esq",,1958
,Shirley Bourne,Mrs Derek Bodaan,,1958
,Mary Brady,"Neil Packer, Esq",,1958
,Rosalind Buley,"Emeritus Professor Harvey Sutton, OBE",,1958
,Charles Bush,Phyl Waterhouse,,1958
/prizes/archibald/1958/15027/,Charles Bush,Self-portrait at 38,,1958
,Reg Campbell,"Sir Donald Bradman, Kt",,1958
,Jack Carington Smith,Self-portrait,,1958
,Leonard Henry Carter,It's me O Lord,,1958
,Noel Counihan,"Mr DC Rowntree, federal president, Australian Meat Industry Employees Union",,1958
,Howard Cunningham,Phillip (Stumpy) Kirkwood,,1958
,William Dargie,"The Very Rev Sir Francis Rolland, KB, CMG, OBE, MC, KA, moderator general of the Presbyterian Church of Australia",,1958
,Aileen R Dent,"Sir John Jungwirth, secretary to the premier of Victoria",,1958
/prizes/archibald/1958/15658/,Frank G Dickinson,"Emmet Spring, MS, FRACS",,1958
,Judith Eagle,Self-portrait,,1958
/prizes/archibald/1958/15838/,Clyve Elliott,Mother and child,,1958
,Peter Louis Elliott,"DA O'Brien, Esq",,1958
,Peter Louis Elliott,"H Talbot Sanderson, Esq",,1958
/prizes/archibald/1958/15929/,Paul Fitzgerald,Mr Justice RV Monahan,,1958
,Bruce Fletcher,Self-portrait,,1958
,Victor Forstmann,Darlene Johnson in 'Look back in anger',,1958
,Kit Goninon,Barbara Randell,,1958
,Vaughan Murray Griffin,Self-portrait,,1958
,Harley Griffiths (junior),"Sir Daryl Lindsay, Hon, LLD",,1958
,Roger M Hallett,Jenifer,,1958
,Henry Aloysius Hanke,The Hon Mr Justice LJ Herron,,1958
,Ronald Hardacre,Bill Arthur,,1958
/prizes/archibald/1958/16382/,E A Harvey,Jeanette,,1958
,Gerard Havekes,Lloyd Rees,,1958
,Ivor Hele,"EW Hayward, CStJ",,1958
,Ivor Hele,Portrait of the artist's wife,,1958
,Sali Herman,"Peter Sainthill, music critic",,1958
,Graeme Inson,John Tuck,,1958
/prizes/archibald/1958/16647/,Graeme Inson,Rem McClintock,,1958
,Reginald Jerrold-Nathan,Self-portrait,,1958
,Garrett Kingsley,Self-portrait,,1958
,Valerie Lazarus,"Dr Everett R Magnus, BDS, DDSc",,1958
,Valerie Lazarus,"Sydney H Deamer, Esq",,1958
,Alex D Lewis,Rev F Myhill-Taylor,,1958
/prizes/archibald/1958/17087/,Vaike Liibus,Gerard Havekes,,1958
,Herbert McClintock,Ralph Holland,,1958
,Enid Mackellar,Mrs JK MacKay Snr,,1958
,Mary Elizabeth McLeish,Self-portrait,,1958
,Alan Martin,"F Jacka, PhD",,1958
,Charles Meere,Rex Whibley,,1958
,Max Middleton,Dr RM Ellison,,1958
/prizes/archibald/1958/17556/,Clem Millward,Old Bull,,1958
,Alan Moore,Self-portrait,,1958
/prizes/archibald/1958/17680/,Arthur J Murch,Mr TEL McGuire,,1958
,L Scott Pendlebury,Dr Cyril Tonkin,,1958
/prizes/archibald/1958/18042/,William Pidgeon,Mr Ray Walker,(Winner: Archibald Prize 1958),1958
,William Pidgeon,Mr LJ Thompson,,1958
,Winifred Robbins,"Dr R Halse, Archbishop of Brisbane",,1958
,Hans Selke,The Duke of Darlo,,1958
/prizes/archibald/1958/18710/,Joshua Smith,"Lt Gen Sir Frank Berryman, KCVO, CB, CBE, DSO",,1958
,Joshua Smith,"Mr RA Golding, BA",,1958
/prizes/archibald/1958/18934/,Graham A Thorley,Jenny Dyason,,1958
/prizes/archibald/1958/18933/,Graham A Thorley,Vicomtesse de la Vatine,,1958
,Thora Ungar,John Medhurst,,1958
,Alan Warren,"VE Greenhalgh, FRSA",,1958
,Dick Watkins,Felix Barton,,1958
,Brian Agnew,Self-portrait,,1959
,Alan Baker,Self-portrait,,1959
/prizes/archibald/1959/14828/,Shirley Bourne,Roland Wakelin,,1959
,Shirley Bourne,Peter Monahan,,1959
/prizes/archibald/1959/14889/,Mary Brady,Mrs Frank Brady,,1959
,Rex Bramleigh,WG Cook,,1959
,Charles Bush,Self-portrait at 39,,1959
,Donald Cameron,The Rev C Lavender,,1959
,Donald Cameron,Dr D Smith,,1959
,Reg Campbell,Brooke Moore,,1959
,Jack Carington Smith,Sir Alexander Fitzgerald,,1959
/prizes/archibald/1959/15219/,Judy Cassab,"Miss Elizabeth Skillen, MBE",,1959
,Noel Counihan,"Sir Mark Oliphant KBE, FRS",,1959
,William Dargie,"Will Ashton, OBE, HROI",,1959
,William Dargie,Sir Lionel Lindsay,,1959
/prizes/archibald/1959/15686/,William Dobell,Dr Edward MacMahon,(Winner: Archibald Prize 1959),1959
,William Dobell,Sir Leon Trout,,1959
,Dudley Drew,Sir Wilfred Kent Hughes,,1959
/prizes/archibald/1959/15841/,Clyve Elliott,Mrs IM Elliott,,1959
,Thomas Gleghorn,Patrick White,,1959
,Leonard James Green,Mrs Redmond FM Green,,1959
,Nornie Gude,Scott Pendlebury,,1959
,Henry Aloysius Hanke,Allan Hansen,,1959
,Newton Hedstrom,Mrs WV Abraham,,1959
/prizes/archibald/1959/16487/,Sali Herman,Russell Drysdale,,1959
,Harold Stafford Huntley,Miss Wilga Stokes,,1959
,Graeme Inson,Ivy Shore,,1959
/prizes/archibald/1959/16687/,Kenneth Jack,Self-portrait,,1959
,Louis Kahan,Professor Walter Murdoch,,1959
,Georgina Kalmar,Professor H Arndt,,1959
,Garrett Kingsley,Self-portrait,,1959
,Donald Laycock,William Dye,,1959
,Valerie Lazarus,Mrs Albert Oakley,,1959
,Enid Mackellar,Robert Mackay,,1959
,Alan Martin,John McClelland,,1959
,Vladas Meskenas,Maximilian Feuerring,,1959
,Max Middleton,Dr PE Jeffer,,1959
,Jon Molvig,"Russell Cuppaidge, Esq",,1959
,Graham Moore,The Hon RJ Gray,,1959
/prizes/archibald/1959/17681/,Arthur J Murch,Self-portrait,,1959
,Carlien Parker,Mr Leslie Walford,,1959
,Carlien Parker,Miss Carlie Eagan,,1959
,Clif Peir,FLS Bell,,1959
,L Scott Pendlebury,Nornie Gude,,1959
/prizes/archibald/1959/18044/,William Pidgeon,"HB Newman, Esq",,1959
,William Pidgeon,Sir Edward Hallstrom,,1959
/prizes/archibald/1959/18138/,Clifton Pugh,"Geoffrey Dutton, Esq",,1959
,Clifton Pugh,"David Armstrong, BA, BPhil",,1959
,John Thomas Rigby,Jon Molvig,,1959
,John Thomas Rigby,Beryl,,1959
,John Santry,Mrs Bailey,,1959
,Colvin Smith,Self-portrait,,1959
,Joshua Smith,"CO Healey, OBE, TD, MA (Oxon)",,1959
,Joshua Smith,"Ralph Basden, MED, BFC, ASTC",,1959
,C G Taylor,Self-portrait,,1959
,Graham A Thorley,Nevil Shute,,1959
,Dora Toovey,Dora Toovey,,1959
,Thora Ungar,Margaret Kelly,,1959
,Thora Ungar,W Ungar,,1959
,Phyllis Paulina Waterhouse,Self-portrait,,1959
,Douglas Watson,AA Watson,,1959
,James Wilmot,Mrs KY Leung,,1959
/prizes/archibald/1959/19492/,Susan Wright,Girl with yellow flowers,,1959
,Reinis Zusters,Tiger Lil (Mrs L Bullen),,1959
,Norma Allen,James Ramsey,,1960
/prizes/archibald/1960/14515/,Norma Allen,Self-portrait,,1960
,Alan Baker,Self-portrait,,1960
,Joan Beck,Self-portrait,,1960
,Reshid Bey,Matron Vivian Bullwinkel,,1960
,Shirley Bourne,Tony Marinato,,1960
,Mary Brady,Dr Robert J Noble,,1960
,Rex Bramleigh,The Hon Mr Justice Barry,,1960
,Ernest Buckmaster,The Hon RJ Gray,,1960
,Charles Bush,Self-portrait at 40,,1960
,Donald Cameron,John Counsel Porter,,1960
,Donald Cameron,JM Cameron,,1960
,Reg Campbell,Barry Gurdon,,1960
,Reg Campbell,Eric Baume,,1960
,Jack Carington Smith,Sir Edmund Hillary,,1960
,Jack Carington Smith,Dr William Bryden,,1960
,Leonard Henry Carter,Self-portrait,,1960
/prizes/archibald/1960/15220/,Judy Cassab,Stanislaus Rapotec,(Winner: Archibald Prize 1960),1960
,Walter Chandler,Rex Thorley,,1960
,A D Colquhoun,Surgeon Rear Admiral L Lockwood,,1960
,Noel Counihan,Judah Waten,,1960
,William Dargie,Self-portrait,,1960
,Frank G Dickinson,R Keith Yorston,,1960
,Douglas Dundas,Miss Jan Barber,,1960
/prizes/archibald/1960/15906/,Maximilian Feuerring,Self-portrait,,1960
,Bruce Fletcher,Mr Henry Bolte,,1960
,Sam Fullbrook,"The dancer, Ruth Bergner",,1960
,Henry Aloysius Hanke,"Alderman PD Hills, MLA",,1960
,Weaver Hawkins,Rene Hawkins,,1960
,Newton Hedstrom,Bernard Hesling,,1960
/prizes/archibald/1960/16488/,Sali Herman,Rabbi Porush,,1960
,Sali Herman,Joan,,1960
,Vera Hrubska,Barry Stern,,1960
,Harry E Hudson,Self-portrait,,1960
,Graeme Inson,Rev Dr WJ Edwards,,1960
,Graeme Inson,Richard Edwards,,1960
,Jean Isherwood,The Hon Mr Justice MacFarlan,,1960
/prizes/archibald/1960/16688/,Kenneth Jack,Self-portrait,,1960
,Molly Johnson,Frank Spears,,1960
,Molly Johnson,Brenda,,1960
,Vernon Jones,Henry H York,,1960
,Louis Kahan,Dame Mary Gilmore,,1960
,J Noel Kilgour,Wilga,,1960
,Garrett Kingsley,Harry Pugmire,,1960
,Garrett Kingsley,Michael Volin,,1960
,Valerie Lazarus,John Antill,,1960
,Olive Long,Mrs Charles Cruickshank,,1960
,Julia B Lynch,Miss Erin Quinn,,1960
,Herbert McClintock,Self-portrait,,1960
,Enid Mackellar,Mrs M Okkerse,,1960
,Alan Martin,Frank Downes,,1960
,Charles Meere,Jack,,1960
,Max Middleton,The Hon Mr Justice Adam,,1960
,Jon Molvig,Sir Percy Spender,,1960
,Kathleen O'Connor,Great-grandson of CY O'Connor,,1960
,Carlien Parker,Lieut Commander DA Ross,,1960
,Carlien Parker,Virginia Pye,,1960
,L Scott Pendlebury,Dr Kel Semmens,,1960
/prizes/archibald/1960/18047/,William Pidgeon,William Dobell,,1960
,William Pidgeon,The Hon Sir Edward Warren,,1960
/prizes/archibald/1960/18102/,Gwen Pratt,"Val Pratt, BSc",,1960
/prizes/archibald/1960/18125/,Iris Hope Proctor,Portrait of Jan,,1960
,Marjorie Prophet,Joe,,1960
,John Thomas Rigby,Self-portrait,,1960
,Alex Robertson,Bea Miles,,1960
,Joe Rose,Self-portrait,,1960
,William Salmon,Frank Zeppel,,1960
,John Santry,Mr RS Wakelin,,1960
,Francis Sherwood,Mrs MM Sherwood,,1960
/prizes/archibald/1960/18577/,Andrew Sibley,Dr Gertrude Langer,,1960
,Andrew Sibley,David Rowbotham,,1960
,Joshua Smith,"His Excellency The Governor of Victoria, General Sir Dallas Brooks",,1960
,Joan Alexandra Swinbourne,Mrs Gratton-Wilson,,1960
,John Talbert,Judy,,1960
,Graham A Thorley,Keith Ralston,,1960
,William Torrance,Self-portrait,,1960
,Thora Ungar,Bob Poynter,,1960
,Thora Ungar,Mary James,,1960
,Grace Ward,Dr John Weatherly,,1960
/prizes/archibald/1960/19529/,Reinis Zusters,Terry Clune,,1960
,William Aylward,Karen,,1961
,Alan Baker,Artist's wife,,1961
/prizes/archibald/1961/14752/,Esme Bell,Mrs RJ Heffron,,1961
,G F Bissietta,Autoritratto,,1961
,William Geoffrey Boissevain,Robert Haines,,1961
,Shirley Bourne,Meg Padgham,,1961
,Shirley Bourne,Eugene Cooper,,1961
,Mary Brady,"Gregory J Shanahan, BSc, MSc (Agr)",,1961
,Charles Bush,Self-portrait and bronze cat,,1961
,Donald Cameron,George Colville,,1961
,Reg Campbell,Bob Dyer,,1961
,Jack Carington Smith,Senator Elect Alderman Dr RJ David Turnbull,,1961
,Leonard Henry Carter,Jack Paint,,1961
,Judy Cassab,Robert Helpmann,,1961
,Kevin Connor,"The Honourable Sir Frank Kitto, KBE",,1961
/prizes/archibald/1961/15536/,William Dargie,"Sir Macfarlane Burnet, OM, FRS, Nobel laureate",,1961
,Orlando Dutton,Self-portrait,,1961
,Mary Edwell-Burke,Risiva Cavuyawa of Tamavua,,1961
/prizes/archibald/1961/15907/,Maximilian Feuerring,Self-portrait,,1961
/prizes/archibald/1961/15942/,Bruce Fletcher,David,,1961
,Guy Grey-Smith,Helen Grey-Smith,,1961
,Henry Aloysius Hanke,"EV Adams, town clerk of Sydney",,1961
,Newton Hedstrom,CN Penglase,,1961
,Sali Herman,Mawalan,,1961
,Nora Heysen,James McAuley,,1961
/prizes/archibald/1961/16652/,Graeme Inson,Ivy Shore,,1961
,Graeme Inson,"JD Story, ISO",,1961
,Jean Isherwood,"W Alan Grainger MDS, FICS, FACD",,1961
/prizes/archibald/1961/16689/,Kenneth Jack,Self-portrait,,1961
,Justus Jorgensen,Self-portrait,,1961
/prizes/archibald/1961/16787/,Louis Kahan,Albert Tucker,,1961
,Garrett Kingsley,Self-portrait,,1961
,Elsa Krist,Professor JJ Thompson,,1961
,Olive Kroening,"Paul Mason, MLC, DSC",,1961
,Michael R Lyons,Bunny Cannon,,1961
,Herbert McClintock,Dame Mary Gilmore,,1961
,Vladas Meskenas,Weaver Hawkins,,1961
,Lucien Michalski,Self-portrait,,1961
,Jon Molvig,Harold Holt,,1961
/prizes/archibald/1961/17773/,Jean Nethercote,"Ola Cohn, ARCA",,1961
,Kathleen O'Connor,Sir Russell Dumas,,1961
,Shirley Mary O'Leary,"Franco Paisio, poet",,1961
,L Scott Pendlebury,"Andor Meszaros, sculptor",,1961
/prizes/archibald/1961/18048/,William Pidgeon,Rabbi Dr I Porush,(Winner: Archibald Prize 1961),1961
,William Pidgeon,Kenneth Slessor,,1961
,Gwen Pratt,The necklet,,1961
,Clifton Pugh,Frank Dalby Davison,,1961
/prizes/archibald/1961/18218/,Tiiu Reissar,Miss Tomson,,1961
,John Thomas Rigby,Self-portrait,,1961
,Alex Robertson,"Lift driver, Ted Gibson",,1961
,Joe Rose,Self-portrait,,1961
,Andrew Sibley,"Social secretary, CWA, North Queensland",,1961
,Joshua Smith,"Eli Bannister, musician",,1961
,C G Taylor,Summer portrait,,1961
,Graham A Thorley,"The Mad Ringer, Jim Gibson",,1961
/prizes/archibald/1961/18992/,Dora Toovey,Roy Fluke,,1961
,Thora Ungar,Peter,,1961
,Roland Wakelin,Mrs Roland Wakelin,,1961
,Narelle Webster,Bissietta,,1961
,Susan Wright,Miss Vera Hrubska,,1961
,Reinis Zusters,Self-portrait,,1961
,Harold Abbott,William Aaron,,1962
,John Aland,Mrs James Douglas,,1962
,William Aylward,Bill,,1962
/prizes/archibald/1962/14648/,Alan Baker,Dr Mervyn W Matheson,,1962
,Frederic Henry Bates,Dora,,1962
,Joan Beck,Self-portrait,,1962
/prizes/archibald/1962/14775/,Reshid Bey,"H Rossler, DArch, ARVIA",,1962
,Edward Binder,Denise,,1962
,William Geoffrey Boissevain,Rose Skinner,,1962
,Shirley Bourne,Dr C Eric G Beveridge,,1962
/prizes/archibald/1962/14832/,Shirley Bourne,"Matron Vivian Bullwinkel, ARRC",,1962
,Mary Brady,Artist's mother,,1962
,Mary Brady,Ross Drayton,,1962
,Florence Broadhurst,"OW Thomas, PhC, MPS",,1962
,Anthony Burggraf,"Mr Selig, art connoisseur",,1962
,Charles Bush,Self-portrait with masks,,1962
/prizes/archibald/1962/15033/,Charles Bush,Sir John Latham,,1962
,Donald Cameron,Raymond Ratcliffe,,1962
,Reg Campbell,Alfred Cook,,1962
,Jack Carington Smith,Self-portrait,,1962
,Jack Carington Smith,"Hugh DT Williamson, CBE",,1962
,Judy Cassab,Barry Stern,,1962
,Judy Cassab,Bob King,,1962
,Kevin Connor,Margaret,,1962
,Ray Crooke,Xavier Herbert,,1962
/prizes/archibald/1962/15537/,William Dargie,Miss Margaret Smith,,1962
,Aileen R Dent,"The Right Rev GA Wood, BA",,1962
,Ron Edwards,Xavier Herbert,,1962
,Maximilian Feuerring,Self-portrait,,1962
,Zoltan Feynes,Self-portrait,,1962
/prizes/archibald/1962/15931/,Paul Fitzgerald,The Rt Hon RG Menzies,,1962
,Paul Fitzgerald,Mr Reg Ansett,,1962
,Herbert Flugelman,Jack Cantwell,,1962
,Guy Grey-Smith,Self-portrait,,1962
,Edward Hall,Self-portrait,,1962
,Henry Aloysius Hanke,His Hon Judge Adrian Curlewis,,1962
/prizes/archibald/1962/16491/,Sali Herman,Dawn,,1962
,Sali Herman,Mrs Patricia Buckley,,1962
/prizes/archibald/1962/16523/,Jacqueline Hick,Francis Roy Thompson,,1962
,Graeme Inson,Self-portrait,,1962
,Graeme Inson,Dr Keith McWatters,,1962
,Jean Isherwood,"Raymond C Hanson, LRSM, FSCM",,1962
/prizes/archibald/1962/16690/,Kenneth Jack,Self-portrait,,1962
,Molly Johnson,Wilfred Furguson,,1962
/prizes/archibald/1962/16788/,Louis Kahan,Patrick White,(Winner: Archibald Prize 1962),1962
,J Noel Kilgour,Carol Freriechs,,1962
,Garrett Kingsley,George,,1962
,Garrett Kingsley,Dulcie Deamer,,1962
,Valerie Lazarus,Beatrice Tange,,1962
/prizes/archibald/1962/17097/,Cecil Frank Linaker,Self-portrait,,1962
,Alan Martin,Neil Douglas,,1962
,Vladas Meskenas,Artist's daughter,,1962
,Max Middleton,Warwick C Cayley,,1962
/prizes/archibald/1962/17586/,Jon Molvig,Dr Stuart Scougall,,1962
,Margaret Olley,Pam Bell,,1962
,Valerie O'Neill,Mrs Rita Skolnik,,1962
,Desiderius Orban,Portrait of an artist,,1962
,Meg Padgham,Harold Blair,,1962
,L Scott Pendlebury,"Best Overend, ARIVA, FRAIA, MAPI, RVIA",,1962
,William Pidgeon,"The Hon Mr Justice Clancy, Chancellor of the University of NSW",,1962
,William Pidgeon,HL Wheeler,,1962
,Gwen Pratt,"Brewster Ashley, MB, BS",,1962
,Hilda Proudfoot,An entrepreneur,,1962
,Clifton Pugh,"Most Rev Daniel Mannix, DD, LLD",,1962
,Tiiu Reissar,Lembi,,1962
,John Thomas Rigby,Portrait of the potter Carl McConnell,,1962
,Joe Rose,Self-portrait,,1962
,Joe Rose,The artist's wife,,1962
,Biruta Rutkovskis,Lynne,,1962
,John Santry,Mr Justice McClemens,,1962
,Garry Shead,Susanna,,1962
,Gordon Shepherdson,Thin girl,,1962
,Arnold Joseph Victor Shore,Self-portrait,,1962
,Andrew Sibley,Bill Stack,,1962
/prizes/archibald/1962/18579/,Andrew Sibley,John Finlayson,,1962
,Joshua Smith,Florence Broadhurst,,1962
,Joshua Smith,Mr KC Bates,,1962
/prizes/archibald/1962/18938/,Graham A Thorley,Jock Sturrock,,1962
,Dora Toovey,Self-portrait,,1962
,Phyllis Paulina Waterhouse,Self-portrait,,1962
/prizes/archibald/1962/19531/,Reinis Zusters,Sir Edgar Barton Coles,,1962
,William Aylward,Pauline,,1963
/prizes/archibald/1963/14649/,Alan Baker,Douglas Pratt,,1963
,Frederic Henry Bates,Rev WA Clint (of 'Tranby'),,1963
,Reshid Bey,John Campton,,1963
,Peter Alan Bill,Self-portrait,,1963
,Edward Binder,Katie,,1963
,Rhoda Boissevain,Dr Bronek Stein,,1963
,William Geoffrey Boissevain,Rhoda Boissevain,,1963
,Shirley Bourne,Dr Keith Fairley,,1963
/prizes/archibald/1963/14844/,Leba Bovard,Miss Debby,,1963
/prizes/archibald/1963/14894/,Mary Brady,Peter Summerton,,1963
,Charles Bush,Self-portrait at 43,,1963
/prizes/archibald/1963/18724/,Jack Carington Smith,Professor James McAuley,(Winner: Archibald Prize 1963),1963
,Jack Carington Smith,Professor AL McAulay,,1963
,Judy Cassab,Oscar Edwards,,1963
,Judy Cassab,Elwyn Lynn,,1963
,Kevin Connor,The Rt Hon Sir Douglas Menzies KBE,,1963
/prizes/archibald/1963/15379/,Kevin Connor,Albert S Foulkes,,1963
,Robert Craig,"Mrs Kathleen Dennis, MBE",,1963
,Dudley Drew,Portrait of an old lady,,1963
,Brian Dunlop,Justin O'Brien,,1963
,Maximilian Feuerring,Self-portrait,,1963
,Sam Fullbrook,"Bluey Munro, secretary, Cobar Miners",,1963
,Kenneth Green,Self-portrait,,1963
,Henry Aloysius Hanke,"Arthur Denning, CBE, DSc, DipEd, ASTC, FRSA",,1963
,Henry Aloysius Hanke,Self-portrait,,1963
/prizes/archibald/1963/16493/,Sali Herman,Camille Gheysens,,1963
,Robert H Hill,Francis Hill,,1963
,Edith L Holmes,Jan Kaneps,,1963
,Graeme Inson,John Heydon,,1963
,Graeme Inson,Clive Ogilvy,,1963
,Jean Isherwood,"Rev Alan Dougan, MA",,1963
,Robert Juniper,Rose Skinner,,1963
/prizes/archibald/1963/16789/,Louis Kahan,Robert Hughes,,1963
,J Noel Kilgour,George Lawrence,,1963
,Garrett Kingsley,"EL Wheelwright, DFC, MA",,1963
,Bernard Lawson,Self-portrait,,1963
,Valerie Lazarus,Albert Oakley,,1963
,Carl Lock,Ian Mudie,,1963
,Olive Long,John Willis-Jones,,1963
,Olive Long,Mrs Wanda Garnsey,,1963
,Pamela MacFarlane,"Professor Sir John Eccles, FRS, Nobel laureate 1963",,1963
/prizes/archibald/1963/17270/,Max Martin,Portrait of the artist,,1963
,Vladas Meskenas,Russell Drysdale,,1963
,Vladas Meskenas,Professor Sir Lorimer Dods,,1963
,Jon Molvig,Joy Roggenkamp,,1963
,Mervyn Moriarty,Harold G Fielding,,1963
/prizes/archibald/1963/17682/,Arthur J Murch,Professor Sir Mark Oliphant,,1963
,Wendy Paramor,Rada Penfold-Russell,,1963
,William Pidgeon,"The chancellor of the University of New England, PA Wright, CMG Dsc",,1963
,Clifton Pugh,The Governor-General Viscount De L'Isle,,1963
,Tiiu Reissar,Self-portrait,,1963
,John Thomas Rigby,Janita Job,,1963
,John Thomas Rigby,"Dr FJ Olsen, first warden, Townsville University",,1963
,Joe Rose,Barry Stern,,1963
,Biruta Rutkovskis,Natasha,,1963
/prizes/archibald/1963/18581/,Andrew Sibley,Jon Molvig,,1963
/prizes/archibald/1963/18726/,Joshua Smith,Gallery attendant McSweeney,,1963
,Joshua Smith,"Rev Bertram Wyllie, MA, BD",,1963
,June Stephenson,Self-portrait in triplicate,,1963
,C G Taylor,Self-portrait 1963,,1963
,Graham A Thorley,Miss Susan Gay Anderson,,1963
,Dora Toovey,WH Lober,,1963
,Thora Ungar,My father 1963,,1963
,Reinis Zusters,Self-portrait in the bush,,1963
,Brian Agnew,Colin Parker,,1964
,William Aylward,Edward May,,1964
,Frederic Henry Bates,Paul Marks,,1964
,Joan Beck,Self-portrait '64,,1964
/prizes/archibald/1964/14777/,Reshid Bey,J Lowy,,1964
,Peter Alan Bill,Self-portrait,,1964
,William Geoffrey Boissevain,"Frank Norton, ASTC",,1964
,Shirley Bourne,Dr KB Noad,,1964
,Mary Brady,Ron Haddrick,,1964
,Lina Bryans,Adrian Lawlor,,1964
,Charles Bush,Dr Gilbert Phillips,,1964
,Donald Cameron,Rev John Heggie,,1964
,Judy Cassab,Portrait of Andrea,,1964
,Frederick P Chandler,Olivette Chandler,,1964
,Kevin Connor,"The Rt Hon Sir Frank Kitto, KBE",,1964
,Paul Delprat,Lyn,,1964
,Edison S Earngey,"Artist's sister, Kathleen",,1964
,Maximilian Feuerring,Self-portrait,,1964
,Herbert Flugelman,Laurence Ware,,1964
,Margaret Fromel,Bernie,,1964
,Sam Fullbrook,Dr JF Cairns MP,,1964
,Don Gallagher,Mandy,,1964
,Pat Graham,Rosemary Fenton,,1964
,Kenneth Green,William Charley,,1964
,Guy Grey-Smith,Dr RL Kirk,,1964
,Henry Aloysius Hanke,"The Hon Asher Joel, OBE, MLC",,1964
,Weaver Hawkins,Ian and Sue,,1964
/prizes/archibald/1964/16422/,Newton Hedstrom,Mrs Richard Edwards,,1964
,Edith L Holmes,Mrs JC Dabrowski,,1964
,Graeme Inson,David Campbell,,1964
,Jean Isherwood,Lloyd Rees,,1964
,Kay Jenkin,Myself '64,,1964
,Molly Johnson,Mrs JS Watkins,,1964
,Louis Kahan,Sidney Nolan,,1964
,J Noel Kilgour,Carolyn Carter,,1964
,Garrett Kingsley,Self-portrait,,1964
,Donald Laycock,Knight of the Thistle,,1964
,Naomi Lewis,John Ogburn,,1964
,Michael R Lyons,DL Crook,,1964
,Alan Martin,John Heath,,1964
,John V Maudson,Sculley the architect,,1964
,Vladas Meskenas,William Dobell,,1964
,Rodney Milgate,John Pringle,,1964
,Jon Molvig,Camille Gheysens,,1964
,Alan Moore,"Mr EE (Weary) Dunlop, MS (Melb), FRCS, FRACS",,1964
,Mervyn Moriarty,Bernard O'Reilly,,1964
/prizes/archibald/1964/17683/,Arthur J Murch,Rubina Namatjira,,1964
,Meg Padgham,KJ Veltjens,,1964
,Gabriel Pearl,Joyce D Batty,,1964
,William Pidgeon,Emeritus Professor AJ Arnott,,1964
,Gwen Pratt,Mrs M Arnell,,1964
,Hilda Proudfoot,The impresario,,1964
/prizes/archibald/1964/18221/,Tiiu Reissar,Rev TD Noffs,,1964
,John Thomas Rigby,"Sir Albert Axon, chancellor Queensland University",,1964
